,loop_i,ID,state,county,city,neighborhood,lon,lat,lon_width,lat_width
922,922.0,268546.0,CA,Orange,Santa Ana,Valley Adams,-117.8991219,33.721303,0.010076,0.01186
923,923.0,268572.0,CA,Orange,Santa Ana,Washington Square,-117.8807273,33.755807,0.0086913,0.008654
924,924.0,268585.0,CA,Orange,Santa Ana,West Floral Park,-117.8805109,33.7653881,0.008944,0.0105598
925,925.0,268587.0,CA,Orange,Santa Ana,West Grove Valley,-117.9403988,33.7357708,0.0061577,0.0062237
926,926.0,268602.0,CA,Orange,Santa Ana,Wilshire Square,-117.8721314,33.7308785,0.008843,0.007227
927,927.0,268604.0,CA,Orange,Santa Ana,Windsor Village,-117.9105709,33.7322265,0.00943,0.009801
928,928.0,268605.0,CA,Orange,Santa Ana,Windsor Village North,-117.9087909,33.7417275,0.00776,0.014433
929,929.0,267994.0,CA,Riverside,Riverside,Airport,-117.4424067,33.9569605,0.0477236,0.022285
930,930.0,267995.0,CA,Riverside,Riverside,Alessandro Heights,-117.3646596,33.9158332,0.0378327,0.0292364
931,931.0,113507.0,CA,Riverside,Riverside,Arlanza,-117.4659161,33.9431451,0.0283563,0.0435553
932,932.0,113509.0,CA,Riverside,Riverside,Arlington,-117.4507127,33.9228568,0.0321295,0.0282884
933,933.0,272792.0,CA,Riverside,Riverside,Arlington Heights,-117.4196764,33.9092979,0.0725868,0.0447837
934,934.0,268003.0,CA,Riverside,Riverside,Arlington South,-117.4423537,33.9072095,0.0290265,0.023713
935,935.0,268045.0,CA,Riverside,Riverside,Canyon Crest,-117.3289052,33.9417857,0.0741411,0.0506027
936,936.0,273128.0,CA,Riverside,Riverside,Canyon Springs,-117.2922317,33.9312984,0.0346792,0.0290264
937,937.0,268051.0,CA,Riverside,Riverside,Casablanca,-117.3986793,33.933213,0.0268336,0.0192062
938,938.0,268119.0,CA,Riverside,Riverside,Downtown,-117.3777247,33.9868072,0.0405416,0.0355464
939,939.0,268133.0,CA,Riverside,Riverside,Eastside,-117.3630664,33.972654,0.029405,0.023442
940,940.0,268187.0,CA,Riverside,Riverside,Grand,-117.4123675,33.9700227,0.0464309,0.0257934
941,941.0,268205.0,CA,Riverside,Riverside,Hawarden Hills,-117.3763087,33.9332275,0.0260704,0.0266351
942,942.0,268216.0,CA,Riverside,Riverside,Hunter Industrial Park,-117.3352937,33.9981346,0.0612405,0.0303691
943,943.0,116035.0,CA,Riverside,Riverside,La Sierra,-117.4836905,33.9115812,0.0616789,0.0346704
944,944.0,268240.0,CA,Riverside,Riverside,La Sierra Acres,-117.4951998,33.9412423,0.0462117,0.0413386
945,945.0,268241.0,CA,Riverside,Riverside,La Sierra Hills,-117.5071479,33.9373547,0.0334501,0.0349666
946,946.0,268242.0,CA,Riverside,Riverside,La Sierra South,-117.4767037,33.8942168,0.0524956,0.0243844
947,947.0,268273.0,CA,Riverside,Riverside,Magnolia Center,-117.3981074,33.95074,0.041117,0.029602
948,948.0,268308.0,CA,Riverside,Riverside,Mission Grove,-117.32028,33.91823,0.0396927,0.032934
949,949.0,268353.0,CA,Riverside,Riverside,Northside,-117.3649252,34.0064727,0.037057,0.0262894
950,950.0,268379.0,CA,Riverside,Riverside,Orangecrest,-117.3163107,33.8921231,0.0479131,0.0241781
951,951.0,268417.0,CA,Riverside,Riverside,Presidential Park,-117.419898,33.9213082,0.0294999,0.0211768
952,952.0,275126.0,CA,Riverside,Riverside,Ramona,-117.4295519,33.932599,0.049122,0.027066
953,953.0,275654.0,CA,Riverside,Riverside,Sycamore Canyon Park,-117.3141804,33.9369139,0.043421,0.0374484
954,954.0,268537.0,CA,Riverside,Riverside,University,-117.3278189,33.978407,0.0415681,0.036146
955,955.0,275861.0,CA,Riverside,Riverside,Victoria,-117.3699597,33.9467205,0.0477894,0.0286087
956,956.0,276116.0,CA,Riverside,Riverside,Wood Streets,-117.3910195,33.9696164,0.029145,0.0171367
957,957.0,272729.0,CA,Sacramento,Sacramento,Airport,-121.4944899,38.5102085,0.023002,0.021723
958,958.0,267996.0,CA,Sacramento,Sacramento,Alkali Flat,-121.4916977,38.5853863,0.0096046,0.0072174
959,959.0,267998.0,CA,Sacramento,Sacramento,American River Parkway,-121.4816844,38.5987258,0.0645296,0.0197024
960,960.0,268000.0,CA,Sacramento,Sacramento,Arden Fair,-121.4258857,38.6000674,0.0129236,0.0075287
961,961.0,268011.0,CA,Sacramento,Sacramento,Avondale,-121.4162659,38.520574,0.0144218,0.009014
962,962.0,113717.0,CA,Sacramento,Sacramento,Ben Ali,-121.4266517,38.6168886,0.014937,0.0164309
963,963.0,268028.0,CA,Sacramento,Sacramento,Boulevard Park,-121.4787302,38.5793325,0.0131848,0.0085067
964,964.0,273023.0,CA,Sacramento,Sacramento,Brentwood,-121.4792129,38.5175845,0.007878,0.014615
965,965.0,268042.0,CA,Sacramento,Sacramento,Campus Commons,-121.4159066,38.5685182,0.0138352,0.0179126
966,966.0,268044.0,CA,Sacramento,Sacramento,Cannon Industrial Park,-121.4272885,38.6181621,0.0163532,0.014655
967,967.0,273135.0,CA,Sacramento,Sacramento,Carelton Tract,-121.4886453,38.5360834,0.0108592,0.006772
968,968.0,268060.0,CA,Sacramento,Sacramento,Central Oak Park,-121.4618904,38.5442982,0.024335,0.0102516
969,969.0,273307.0,CA,Sacramento,Sacramento,College Glen,-121.3918035,38.5554399,0.0342347,0.0177079
970,970.0,268085.0,CA,Sacramento,Sacramento,Colonial Heights,-121.4439971,38.5351007,0.0114518,0.0088397
971,971.0,268086.0,CA,Sacramento,Sacramento,Colonial Manor,-121.4183474,38.5336471,0.0186252,0.0120079
972,972.0,268087.0,CA,Sacramento,Sacramento,Colonial Village,-121.4184842,38.5285158,0.0187665,0.0071985
973,973.0,273394.0,CA,Sacramento,Sacramento,Creekside,-121.5313014,38.6631,0.0181061,0.0190604
974,974.0,268101.0,CA,Sacramento,Sacramento,Csus,-121.4220123,38.5598773,0.0198898,0.0176237
975,975.0,268102.0,CA,Sacramento,Sacramento,Curtis Park,-121.4807732,38.5504895,0.0150414,0.0220402
976,976.0,114654.0,CA,Sacramento,Sacramento,Del Paso Heights,-121.4382559,38.6379922,0.0182059,0.0102333
977,977.0,268108.0,CA,Sacramento,Sacramento,Del Paso Park,-121.391348,38.6338223,0.0563606,0.0217999
978,978.0,268113.0,CA,Sacramento,Sacramento,Dos Rios Triangle,-121.4818084,38.5937592,0.0076245,0.0070781
979,979.0,268116.0,CA,Sacramento,Sacramento,Downtown,-121.4968172,38.5768948,0.0230359,0.0151367
980,980.0,268122.0,CA,Sacramento,Sacramento,East Del Paso Heights,-121.4178724,38.639685,0.025427,0.015142
981,981.0,268126.0,CA,Sacramento,Sacramento,East Sacramento,-121.446146,38.5679474,0.0493355,0.0350456
982,982.0,268141.0,CA,Sacramento,Sacramento,Elmhurst,-121.4510941,38.5556233,0.0237424,0.0098019
983,983.0,268148.0,CA,Sacramento,Sacramento,Erikson Industrial Park,-121.4393109,38.6053232,0.0201069,0.0110559
984,984.0,268152.0,CA,Sacramento,Sacramento,Fairgrounds,-121.4472121,38.5487353,0.0161804,0.0040506
985,985.0,273741.0,CA,Sacramento,Sacramento,Florin Fruitridge Industrial Park,-121.3766633,38.5179335,0.0280493,0.014663
986,986.0,268166.0,CA,Sacramento,Sacramento,Freeport Manor,-121.5023709,38.5124165,0.007328,0.018393
987,987.0,115216.0,CA,Sacramento,Sacramento,Fruitridge Manor,-121.4343468,38.5234579,0.0218297,0.015239
988,988.0,115240.0,CA,Sacramento,Sacramento,Gardenland,-121.4710084,38.6166112,0.0092849,0.0337814
989,989.0,268172.0,CA,Sacramento,Sacramento,Gateway Center,-121.5154129,38.6088143,0.0149717,0.0116565
990,990.0,268174.0,CA,Sacramento,Sacramento,Gateway West,-121.532649,38.6324385,0.0312361,0.0213018
991,991.0,268176.0,CA,Sacramento,Sacramento,Glen Elder,-121.4128414,38.5078545,0.007669,0.016591
992,992.0,268180.0,CA,Sacramento,Sacramento,Glenwood Meadows,-121.4630713,38.6482736,0.0126035,0.0134537
993,993.0,268185.0,CA,Sacramento,Sacramento,Golf Course Terrace,-121.4944034,38.503883,0.023397,0.016226
994,994.0,268191.0,CA,Sacramento,Sacramento,Granite Regional Park,-121.3998277,38.5442923,0.018417,0.0098244
995,995.0,268198.0,CA,Sacramento,Sacramento,Greenhaven,-121.5310861,38.5094215,0.0287262,0.027611
996,996.0,115447.0,CA,Sacramento,Sacramento,Hagginwood,-121.4298899,38.6256827,0.034964,0.0147866
997,997.0,268213.0,CA,Sacramento,Sacramento,Hollywood Park,-121.4902199,38.5295635,0.014206,0.009773
998,998.0,268227.0,CA,Sacramento,Sacramento,Johnson Business Park,-121.4578414,38.5975238,0.0211797,0.0051464
999,999.0,268228.0,CA,Sacramento,Sacramento,Johnson Heights,-121.4636519,38.6322448,0.0135845,0.0053184
1000,1000.0,268250.0,CA,Sacramento,Sacramento,Land Park,-121.5016923,38.552962,0.0324715,0.0355739
1001,1001.0,268254.0,CA,Sacramento,Sacramento,Lawrence Park,-121.4490424,38.5293463,0.012843,0.0086865
1002,1002.0,268261.0,CA,Sacramento,Sacramento,Little Pocket,-121.5205118,38.5320976,0.0192397,0.019223
1003,1003.0,268275.0,CA,Sacramento,Sacramento,Mangan Park,-121.4908369,38.522822,0.01544,0.004178
1004,1004.0,274411.0,CA,Sacramento,Sacramento,Mansion Flats,-121.4861259,38.5832767,0.0094261,0.0106888
1005,1005.0,268277.0,CA,Sacramento,Sacramento,Marshall School,-121.4697089,38.5769867,0.0098142,0.0077061
1006,1006.0,268284.0,CA,Sacramento,Sacramento,Meadowview,-121.4835394,38.4753667,0.045497,0.0411466
1007,1007.0,274490.0,CA,Sacramento,Sacramento,Medical Center,-121.4570342,38.5556041,0.0224664,0.0097502
1008,1008.0,268290.0,CA,Sacramento,Sacramento,Metro Center,-121.5184162,38.6195208,0.0116683,0.011872
1009,1009.0,268295.0,CA,Sacramento,Sacramento,Midtown,-121.4781558,38.5711829,0.0219596,0.0133918
1010,1010.0,268327.0,CA,Sacramento,Sacramento,Natomas Corporate Center,-121.5051915,38.6108448,0.0147811,0.0080864
1011,1011.0,268328.0,CA,Sacramento,Sacramento,Natomas Creek,-121.5350219,38.6782781,0.0100602,0.0140145
1012,1012.0,268329.0,CA,Sacramento,Sacramento,Natomas Crossing,-121.5128181,38.6362654,0.0256722,0.0216172
1013,1013.0,268330.0,CA,Sacramento,Sacramento,Natomas Park,-121.5062909,38.6644796,0.0374851,0.0167823
1014,1014.0,268333.0,CA,Sacramento,Sacramento,New Era Park,-121.4726771,38.5828235,0.0203402,0.008097
1015,1015.0,268335.0,CA,Sacramento,Sacramento,Newton Booth,-121.4686908,38.5623492,0.0218352,0.0075637
1016,1016.0,268339.0,CA,Sacramento,Sacramento,Noralto,-121.4581171,38.611623,0.0205142,0.0142221
1017,1017.0,268340.0,CA,Sacramento,Sacramento,North City Farms,-121.4763455,38.533017,0.0167092,0.01637
1018,1018.0,268345.0,CA,Sacramento,Sacramento,North Oak Park,-121.4642069,38.5535185,0.02078,0.013521
1019,1019.0,274735.0,CA,Sacramento,Sacramento,North Pointe,-121.4657108,38.6585581,0.0178824,0.0075206
1020,1020.0,268351.0,CA,Sacramento,Sacramento,Northgate,-121.4799314,38.6202649,0.008843,0.0179897
1021,1021.0,268356.0,CA,Sacramento,Sacramento,Norwood I-80,-121.4526407,38.6399578,0.0084667,0.0031778
1022,1022.0,268357.0,CA,Sacramento,Sacramento,Norwood Tech,-121.4606204,38.6396193,0.0076857,0.0042854
1023,1023.0,276492.0,CA,Sacramento,Sacramento,Oak Knoll,-121.464256,38.6383719,0.0147885,0.0069402
1024,1024.0,268373.0,CA,Sacramento,Sacramento,Old North Sacramento,-121.4519179,38.6089517,0.0329922,0.0151679
1025,1025.0,268374.0,CA,Sacramento,Sacramento,Old Sacramento,-121.5088974,38.5770663,0.0131361,0.0181533
1026,1026.0,268388.0,CA,Sacramento,Sacramento,Packard Bell,-121.3998741,38.5178485,0.0184536,0.014759
1027,1027.0,268394.0,CA,Sacramento,Sacramento,Parker Homes,-121.4263145,38.6431152,0.0062473,0.0058511
1028,1028.0,117224.0,CA,Sacramento,Sacramento,Parkway,-121.4457459,38.4887685,0.053432,0.028941
1029,1029.0,274996.0,CA,Sacramento,Sacramento,Pell-Main Industrial Park,-121.4693871,38.6483999,0.0098477,0.0139942
1030,1030.0,268409.0,CA,Sacramento,Sacramento,Pocket,-121.530649,38.4919486,0.0546801,0.0451391
1031,1031.0,268411.0,CA,Sacramento,Sacramento,Point West,-121.4351669,38.596004,0.0302717,0.0153694
1032,1032.0,268415.0,CA,Sacramento,Sacramento,Poverty Ridge,-121.4823489,38.5641482,0.0107339,0.0083508
1033,1033.0,268422.0,CA,Sacramento,Sacramento,Raley Industrial Park,-121.4267149,38.6564608,0.023394,0.0256263
1034,1034.0,268432.0,CA,Sacramento,Sacramento,Richards,-121.4922666,38.5924255,0.0310421,0.0191672
1035,1035.0,268433.0,CA,Sacramento,Sacramento,Richardson Village,-121.4521855,38.6220473,0.0093651,0.0067195
1036,1036.0,268435.0,CA,Sacramento,Sacramento,Richmond Grove,-121.4909154,38.5663893,0.0114743,0.0085721
1037,1037.0,268437.0,CA,Sacramento,Sacramento,River Gardens,-121.4834481,38.6094005,0.0158404,0.0078449
1038,1038.0,268438.0,CA,Sacramento,Sacramento,River Park,-121.4357465,38.5772587,0.0298552,0.0198472
1039,1039.0,117724.0,CA,Sacramento,Sacramento,Robla,-121.447612,38.6553747,0.0367142,0.0283227
1040,1040.0,268449.0,CA,Sacramento,Sacramento,Rp Sports Complex,-121.5194479,38.6547317,0.0246159,0.0233035
1041,1041.0,268458.0,CA,Sacramento,Sacramento,Scc,-121.4887863,38.5424452,0.0081723,0.0086807
1042,1042.0,268472.0,CA,Sacramento,Sacramento,Sierra Oaks,-121.4073289,38.5680393,0.0162101,0.0150788
1043,1043.0,275409.0,CA,Sacramento,Sacramento,South American River Industrial Park,-121.4669366,38.5888748,0.0387104,0.0132016
1044,1044.0,268481.0,CA,Sacramento,Sacramento,South City Farms,-121.4746504,38.5210565,0.010069,0.0078731
1045,1045.0,268483.0,CA,Sacramento,Sacramento,South East,-121.4211959,38.5094655,0.0126161,0.013331
1046,1046.0,268485.0,CA,Sacramento,Sacramento,South Hagginwood,-121.4407203,38.6194641,0.0169548,0.0172259
1047,1047.0,268488.0,CA,Sacramento,Sacramento,South Land Park,-121.5080884,38.5182145,0.028491,0.045169
1048,1048.0,268489.0,CA,Sacramento,Sacramento,South Natomas,-121.4936077,38.6247569,0.0468465,0.0332918
1049,1049.0,268490.0,CA,Sacramento,Sacramento,South Oak Park,-121.4671283,38.5330925,0.0138872,0.016263
1050,1050.0,268498.0,CA,Sacramento,Sacramento,Southside Park,-121.5021293,38.5694392,0.0159715,0.0099749
1051,1051.0,275598.0,CA,Sacramento,Sacramento,Strawberry Manor,-121.4631587,38.6248895,0.0125959,0.010565
1052,1052.0,268511.0,CA,Sacramento,Sacramento,Swanston Estates,-121.4273242,38.6082946,0.0149171,0.0181961
1053,1053.0,275658.0,CA,Sacramento,Sacramento,Tahoe Park,-121.4358079,38.5465825,0.016364,0.014231
1054,1054.0,268514.0,CA,Sacramento,Sacramento,Tahoe Park East,-121.4231044,38.5450344,0.009567,0.0111126
1055,1055.0,268515.0,CA,Sacramento,Sacramento,Tahoe Park South,-121.4330347,38.5357371,0.0108175,0.0078219
1056,1056.0,275662.0,CA,Sacramento,Sacramento,Tallac Village,-121.4330913,38.5284558,0.0108627,0.0070785
1057,1057.0,268542.0,CA,Sacramento,Sacramento,Upper Land Park,-121.5094325,38.5544549,0.0219452,0.0280697
1058,1058.0,275845.0,CA,Sacramento,Sacramento,Valley High-North Laguna,-121.4330259,38.45638,0.062296,0.036958
1059,1059.0,268552.0,CA,Sacramento,Sacramento,Valleyview Acres,-121.4808346,38.6685106,0.0066621,0.0113008
1060,1060.0,268559.0,CA,Sacramento,Sacramento,Village 11,-121.4976935,38.6778388,0.0194869,0.0147236
1061,1061.0,268560.0,CA,Sacramento,Sacramento,Village 12,-121.4951374,38.6706574,0.0148559,0.0138335
1062,1062.0,268561.0,CA,Sacramento,Sacramento,Village 14,-121.4819149,38.6620096,0.0117719,0.0137411
1063,1063.0,268562.0,CA,Sacramento,Sacramento,Village 2,-121.5397525,38.6490165,0.0281965,0.0136981
1064,1064.0,268563.0,CA,Sacramento,Sacramento,Village 5,-121.4998767,38.6517369,0.0246566,0.0093258
1065,1065.0,268564.0,CA,Sacramento,Sacramento,Village 7,-121.5258117,38.6782658,0.0124501,0.01399
1066,1066.0,268565.0,CA,Sacramento,Sacramento,Village 9,-121.5140231,38.6778749,0.0132922,0.0147718
1067,1067.0,268566.0,CA,Sacramento,Sacramento,Village Green,-121.4215404,38.6435474,0.0033448,0.0074301
1068,1068.0,268583.0,CA,Sacramento,Sacramento,West Del Paso Heights,-121.4521157,38.6326203,0.0095156,0.0172667
1069,1069.0,268590.0,CA,Sacramento,Sacramento,West Tahoe Park,-121.4488774,38.543115,0.009879,0.007332
1070,1070.0,276656.0,CA,Sacramento,Sacramento,Westlake,-121.5420478,38.6632663,0.0179763,0.0152485
1071,1071.0,268600.0,CA,Sacramento,Sacramento,Willowcreek,-121.5349387,38.6100333,0.0251972,0.0235085
1072,1072.0,276085.0,CA,Sacramento,Sacramento,Wills Acres,-121.4622199,38.6204292,0.0107182,0.0072537
1073,1073.0,268607.0,CA,Sacramento,Sacramento,Woodbine,-121.4769134,38.5031455,0.012281,0.014597
1074,1074.0,276131.0,CA,Sacramento,Sacramento,Woodlake,-121.458422,38.603041,0.0200186,0.0066411
1075,1075.0,268611.0,CA,Sacramento,Sacramento,Z'berg Park,-121.5105139,38.485492,0.012418,0.020556
1076,1076.0,272743.0,CA,San Bernardino,San Bernardino,Alessandro,-117.3184299,34.1148375,0.009226,0.013007
1077,1077.0,272769.0,CA,San Bernardino,San Bernardino,Amtrak,-117.3235709,34.100091,0.0196,0.016628
1078,1078.0,272801.0,CA,San Bernardino,San Bernardino,Arrowhead,-117.2954634,34.1554495,0.020909,0.018927
1079,1079.0,272804.0,CA,San Bernardino,San Bernardino,Arrowview,-117.2961854,34.141114,0.013127,0.0102
1080,1080.0,276207.0,CA,San Bernardino,San Bernardino,Belevedere,-117.2357394,34.1530095,0.019503,0.023803
1081,1081.0,272978.0,CA,San Bernardino,San Bernardino,Blair Park,-117.3145651,34.1513074,0.0160156,0.0135733
1082,1082.0,273105.0,CA,San Bernardino,San Bernardino,Cajon,-117.3025839,34.1717355,0.027438,0.014679
1083,1083.0,273108.0,CA,San Bernardino,San Bernardino,California,-117.3398444,34.1287075,0.017519,0.014789
1084,1084.0,273142.0,CA,San Bernardino,San Bernardino,Carousel,-117.2908779,34.1046271,0.02428,0.0075742
1085,1085.0,273145.0,CA,San Bernardino,San Bernardino,Carvedale,-117.3355799,34.114017,0.026066,0.014708
1086,1086.0,273251.0,CA,San Bernardino,San Bernardino,Cimmeron,-117.3541439,34.1697138,0.014362,0.0091895
1087,1087.0,273427.0,CA,San Bernardino,San Bernardino,Curtis,-117.2523364,34.1129365,0.017355,0.016811
1088,1088.0,273459.0,CA,San Bernardino,San Bernardino,Delman,-117.3226642,34.1445377,0.0170025,0.0168874
1089,1089.0,273473.0,CA,San Bernardino,San Bernardino,Dmv,-117.2842154,34.1286705,0.010945,0.014679
1090,1090.0,273509.0,CA,San Bernardino,San Bernardino,Drnag,-117.2565254,34.1530155,0.0275009,0.034291
1091,1091.0,273570.0,CA,San Bernardino,San Bernardino,East Valley,-117.2698694,34.1130033,0.017813,0.0166734
1092,1092.0,273713.0,CA,San Bernardino,San Bernardino,Feldheym,-117.2963024,34.1148195,0.013391,0.013065
1093,1093.0,273966.0,CA,San Bernardino,San Bernardino,Hi-30,-117.2740252,34.140927,0.0095055,0.010064
1094,1094.0,274066.0,CA,San Bernardino,San Bernardino,Hudson,-117.3252938,34.1617554,0.0179818,0.0295847
1095,1095.0,274099.0,CA,San Bernardino,San Bernardino,International,-117.2691779,34.0990445,0.019172,0.014051
1096,1096.0,274171.0,CA,San Bernardino,San Bernardino,Kendall,-117.3465267,34.1778818,0.0296764,0.0270475
1097,1097.0,276407.0,CA,San Bernardino,San Bernardino,La Plaza,-117.3083774,34.114867,0.010923,0.012948
1098,1098.0,276417.0,CA,San Bernardino,San Bernardino,Lankershim,-117.2349379,34.1140671,0.017508,0.0146361
1099,1099.0,274384.0,CA,San Bernardino,San Bernardino,Lytle Creek,-117.3079059,34.1002745,0.011972,0.016285
1100,1100.0,274607.0,CA,San Bernardino,San Bernardino,Mount Vernon,-117.3181589,34.128731,0.008844,0.014838
1101,1101.0,116813.0,CA,San Bernardino,San Bernardino,Muscoy,-117.349379,34.1556615,0.0365442,0.039345
1102,1102.0,274628.0,CA,San Bernardino,San Bernardino,Muscupiabe,-117.3081667,34.1371295,0.0224126,0.017407
1103,1103.0,274641.0,CA,San Bernardino,San Bernardino,Ne-Sterling,-117.2567778,34.1407,0.0087343,0.0068024
1104,1104.0,274654.0,CA,San Bernardino,San Bernardino,Nena,-117.2715936,34.1549566,0.0142708,0.0201888
1105,1105.0,276478.0,CA,San Bernardino,San Bernardino,North Park,-117.2986472,34.1828175,0.0313863,0.016433
1106,1106.0,274939.0,CA,San Bernardino,San Bernardino,Pacific,-117.2589709,34.1286185,0.030614,0.014597
1107,1107.0,275011.0,CA,San Bernardino,San Bernardino,Perris Hills,-117.2721724,34.128625,0.013261,0.014606
1108,1108.0,275131.0,CA,San Bernardino,San Bernardino,Rancho West,-117.3462599,34.092367,0.026492,0.014744
1109,1109.0,275169.0,CA,San Bernardino,San Bernardino,Ridgeline,-117.3055721,34.1603287,0.0145463,0.0091466
1110,1110.0,275212.0,CA,San Bernardino,San Bernardino,Riverview,-117.2524904,34.0739235,0.017663,0.018769
1111,1111.0,275238.0,CA,San Bernardino,San Bernardino,Roosevelt,-117.3081289,34.128739,0.011648,0.014834
1112,1112.0,275288.0,CA,San Bernardino,San Bernardino,San Gorgonio,-117.2349424,34.128595,0.017487,0.01455
1113,1113.0,275297.0,CA,San Bernardino,San Bernardino,Sandin Hills,-117.3077834,34.1572199,0.030439,0.0242043
1114,1114.0,275313.0,CA,San Bernardino,San Bernardino,Sbhs,-117.2962039,34.1286985,0.0131,0.014753
1115,1115.0,275324.0,CA,San Bernardino,San Bernardino,Seccombe Lane,-117.2842109,34.114843,0.010926,0.01302
1116,1116.0,275374.0,CA,San Bernardino,San Bernardino,Show Place,-117.2902073,34.077626,0.0231707,0.029178
1117,1117.0,275452.0,CA,San Bernardino,San Bernardino,South Pointe,-117.2789131,34.0567215,0.0173796,0.012817
1118,1118.0,275557.0,CA,San Bernardino,San Bernardino,Stadium West,-117.2903404,34.0965251,0.023217,0.0087722
1119,1119.0,275686.0,CA,San Bernardino,San Bernardino,Terrace,-117.3450502,34.1084245,0.0252364,0.017799
1120,1120.0,275809.0,CA,San Bernardino,San Bernardino,University,-117.3225429,34.1741985,0.017134,0.009753
1121,1121.0,276624.0,CA,San Bernardino,San Bernardino,Valley College,-117.3069298,34.0782201,0.0228503,0.0278759
1122,1122.0,275849.0,CA,San Bernardino,San Bernardino,Valley View,-117.2691114,34.077718,0.019485,0.029362
1123,1123.0,276074.0,CA,San Bernardino,San Bernardino,Wildwood Park,-117.2796958,34.1794785,0.0188537,0.029565
1124,1124.0,276092.0,CA,San Bernardino,San Bernardino,Wilson,-117.2841976,34.140979,0.0110194,0.010104
1125,1125.0,276170.0,CA,San Bernardino,San Bernardino,Yerdemont,-117.3463388,34.204117,0.0527497,0.055736
1126,1126.0,343236.0,CA,San Diego,Chula Vista,Amphitheater And Water Park,-117.0076699,32.585768,0.01369,0.0100519
1127,1127.0,343239.0,CA,San Diego,Chula Vista,Bella Lago,-116.9318459,32.67287,0.018866,0.029464
1128,1128.0,343230.0,CA,San Diego,Chula Vista,Bonita Long Canyon,-117.0000339,32.657183,0.02291,0.016614
1129,1129.0,343246.0,CA,San Diego,Chula Vista,East Lake,-116.9816915,32.6561347,0.0226585,0.0156806
1130,1130.0,343233.0,CA,San Diego,Chula Vista,Eastlake Trails,-116.9491789,32.6396135,0.0118741,0.015439
1131,1131.0,343234.0,CA,San Diego,Chula Vista,Eastlake Vistas,-116.9386261,32.6366795,0.0126474,0.0159241
1132,1132.0,343243.0,CA,San Diego,Chula Vista,Eastlake Woods,-116.9426904,32.653355,0.019879,0.01661
1133,1133.0,343242.0,CA,San Diego,Chula Vista,Estlake Greens,-116.960077,32.6387175,0.0226462,0.022817
1134,1134.0,343231.0,CA,San Diego,Chula Vista,Fenton St,-116.96331,32.6525052,0.018894,0.0087496
1135,1135.0,343238.0,CA,San Diego,Chula Vista,Golf Course,-116.9554759,32.6776092,0.0121302,0.0207957
1136,1136.0,343252.0,CA,San Diego,Chula Vista,Lynwood Hills,-117.0326199,32.630579,0.0310778,0.0146135
1137,1137.0,343244.0,CA,San Diego,Chula Vista,Northwest,-117.0816389,32.6371645,0.075692,0.047749
1138,1138.0,343229.0,CA,San Diego,Chula Vista,Otay Ranch,-116.9715052,32.610857,0.0894284,0.066194
1139,1139.0,343247.0,CA,San Diego,Chula Vista,Paseo Ranchoero,-117.0196015,32.630788,0.0356571,0.015052
1140,1140.0,343250.0,CA,San Diego,Chula Vista,Rancho Del Rey,-117.0176445,32.64485,0.0377532,0.0184
1141,1141.0,343241.0,CA,San Diego,Chula Vista,Rolling Hills Ranch,-116.9539177,32.6672247,0.0348984,0.0225953
1142,1142.0,343228.0,CA,San Diego,Chula Vista,Southwest,-117.0676589,32.6077631,0.062486,0.0423782
1143,1143.0,343248.0,CA,San Diego,Chula Vista,Sunbow,-117.022762,32.6160481,0.023302,0.0204838
1144,1144.0,343253.0,CA,San Diego,Chula Vista,Terra Nova,-117.0454784,32.6427403,0.020217,0.0145855
1145,1145.0,343235.0,CA,San Diego,Chula Vista,Thomy Locust Pl,-116.9365584,32.6264521,0.0098923,0.0113035
1146,1146.0,343232.0,CA,San Diego,Chula Vista,Village Center,-116.9683517,32.649532,0.0059956,0.007002
1147,1147.0,343240.0,CA,San Diego,Chula Vista,Yosemite Dr,-116.9516187,32.6518032,0.0047394,0.008918
1148,1148.0,267997.0,CA,San Diego,San Diego,Allied Gardens,-117.0912727,32.8081371,0.0300182,0.0313622
1149,1149.0,272758.0,CA,San Diego,San Diego,Alta Vista,-117.0660526,32.6947316,0.0388996,0.0134094
1150,1150.0,268012.0,CA,San Diego,San Diego,Balboa Park,-117.1440961,32.7272836,0.0307884,0.0281964
1151,1151.0,276196.0,CA,San Diego,San Diego,Bario Logan,-117.1302669,32.6901988,0.0377026,0.0218387
1152,1152.0,268015.0,CA,San Diego,San Diego,Bay Ho,-117.214836,32.8236749,0.0372734,0.0341958
1153,1153.0,113657.0,CA,San Diego,San Diego,Bay Park,-117.2001897,32.7914574,0.0320521,0.0418295
1154,1154.0,272875.0,CA,San Diego,San Diego,Bay Terrace,-117.0381472,32.6886741,0.0328216,0.030379
1155,1155.0,272963.0,CA,San Diego,San Diego,Bird Land,-117.1553547,32.7904339,0.0142361,0.0373122
1156,1156.0,273139.0,CA,San Diego,San Diego,Carmel Mountain,-117.0810636,32.9814545,0.0284182,0.0329091
1157,1157.0,273140.0,CA,San Diego,San Diego,Carmel Valley,-117.2050883,32.9358572,0.0770674,0.0689038
1158,1158.0,268066.0,CA,San Diego,San Diego,Chollas View,-117.0940893,32.7118045,0.018627,0.0151
1159,1159.0,268071.0,CA,San Diego,San Diego,City Heights East,-117.0904718,32.7434115,0.0221836,0.0289321
1160,1160.0,268072.0,CA,San Diego,San Diego,City Heights West,-117.1126616,32.7406528,0.025196,0.0292693
